bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,content
244,The Puffin Book of Nonsense Verse,Quentin Blake,4.02,0140366601,9780140366600,eng,287,81,6,10/3/1996,Puffin,The Puffin Book of Nonsense Verse Quentin Blake Puffin eng
245,Henry Miller on Writing,Henry Miller/Thomas H. Moore,4.22,0811201120,9780811201124,eng,217,981,52,2/1/1964,New Directions Publishing,Henry Miller on Writing Henry Miller/Thomas H. Moore New Directions Publishing eng
249,Tropic of Cancer,Henry Miller/Jiří Níl,3.68,0802131786,9780802131782,eng,318,53206,2376,1/6/1994,Grove Press,Tropic of Cancer Henry Miller/Jiří Níl Grove Press eng
251,Nexus (The Rosy Crucifixion  #3),Henry Miller,4.1,0802151787,9780802151780,eng,316,3261,58,1/13/1994,Grove Press,Nexus (The Rosy Crucifixion  #3) Henry Miller Grove Press eng
252,Sexus (The Rosy Crucifixion  #1),Henry Miller,3.98,0802151809,9780802151803,eng,506,7805,251,1/12/1994,Grove Press,Sexus (The Rosy Crucifixion  #1) Henry Miller Grove Press eng
253,The Air-Conditioned Nightmare,Henry Miller,3.83,0811201066,9780811201063,eng,292,2699,142,1/17/1970,New Directions,The Air-Conditioned Nightmare Henry Miller New Directions eng
264,The Portrait of a Lady,Henry James/Patricia Crick,3.78,0141439637,9780141439631,eng,797,61640,1951,9/30/2003,Penguin Classics,The Portrait of a Lady Henry James/Patricia Crick Penguin Classics eng
269,The Portrait of a Lady,Henry James/Gabriel Brownstein/Mary Cregan,3.78,1593080964,9781593080969,eng,635,392,41,1/16/2004,Barnes  Noble Classics,The Portrait of a Lady Henry James/Gabriel Brownstein/Mary Cregan Barnes  Noble Classics eng
278,The War,Marguerite Duras/Barbara Bray,3.85,1565842219,9781565842212,eng,192,963,65,8/1/1994,The New Press,The War Marguerite Duras/Barbara Bray The New Press eng
280,The Ravishing of Lol Stein,Marguerite Duras/Richard Seever,3.66,0394743040,9780394743042,eng,181,2057,128,3/12/1986,Pantheon,The Ravishing of Lol Stein Marguerite Duras/Richard Seever Pantheon eng
285,Love Letters,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,3.68,1851681825,9781851681822,eng,178,203,8,7/1/1999,One World (UK),Love Letters Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari One World (UK) eng
288,Kahlil Gibran: His Life and World,Jean Gibran/جبران خليل جبران/Kahlil Gibran,4.21,156656249X,9781566562492,eng,464,35,2,4/1/1998,Interlink Publishing Group,Kahlil Gibran: His Life and World Jean Gibran/جبران خليل جبران/Kahlil Gibran Interlink Publishing Group eng
289,The Beloved: Reflections on the Path of the Heart,Kahlil Gibran/John Walbridge/Robin Waterfield,4.19,014019553X,9780140195538,eng,102,328,16,1/1/1998,Penguin Books,The Beloved: Reflections on the Path of the Heart Kahlil Gibran/John Walbridge/Robin Waterfield Penguin Books eng
290,Jesus the Son of Man,Kahlil Gibran/جبران خليل جبران,3.98,0394431243,9780394431246,eng,216,1308,82,2/21/1995,Knopf,Jesus the Son of Man Kahlil Gibran/جبران خليل جبران Knopf eng
291,The Broken Wings,Kahlil Gibran/جبران خليل جبران/Anthony Rizcallah Ferris,3.92,0806501901,9780806501901,eng,132,6432,517,3/3/2003,Citadel,The Broken Wings Kahlil Gibran/جبران خليل جبران/Anthony Rizcallah Ferris Citadel eng
292,Sand and Foam,Kahlil Gibran/جبران خليل جبران,4.08,067943920X,9780679439202,eng,100,3015,217,6/14/2011,Knopf,Sand and Foam Kahlil Gibran/جبران خليل جبران Knopf eng
295,Treasure Island,Robert Louis Stevenson,3.83,0753453800,9780753453803,eng,311,318753,6734,9/15/2001,Kingfisher,Treasure Island Robert Louis Stevenson Kingfisher eng
296,Treasure Island,Robert Louis Stevenson/Scott McKowen,3.83,1402714572,9781402714573,eng,213,420,42,10/1/2004,Sterling Children's Books,Treasure Island Robert Louis Stevenson/Scott McKowen Sterling Children's Books eng
297,Treasure Island,Robert Louis Stevenson,3.83,1416500294,9781416500292,eng,245,5967,276,6/1/2005,Simon & Schuster,Treasure Island Robert Louis Stevenson Simon & Schuster eng
298,Treasure Island,Robert Louis Stevenson/N.C. Wyeth/Timothy Meis,3.83,0689854684,9780689854682,eng,64,104,14,7/1/2003,Atheneum Books for Young Readers,Treasure Island Robert Louis Stevenson/N.C. Wyeth/Timothy Meis Atheneum Books for Young Readers eng
299,Treasure Island,Robert Louis Stevenson/Milo Winter,3.83,0517221144,9780517221143,eng,272,56,4,9/3/2002,Gramercy Books,Treasure Island Robert Louis Stevenson/Milo Winter Gramercy Books eng
302,Treasure Island (Great Illustrated Classics),Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson,4.05,1577658051,9781577658054,eng,232,91,16,1/31/2006,Abdo Publishing Company,Treasure Island (Great Illustrated Classics) Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson Abdo Publishing Company eng
313,100 Years of Lynchings,Ralph Ginzburg,4.61,0933121180,9780933121188,eng,270,88,4,11/22/1996,Black Classic Press,100 Years of Lynchings Ralph Ginzburg Black Classic Press eng
330,On Beyond Zebra!,Dr. Seuss,4.04,0394800842,9780394800844,eng,64,2815,164,9/12/1955,Random House Books for Young Readers,On Beyond Zebra! Dr. Seuss Random House Books for Young Readers eng
348,The Door Into Summer,Robert A. Heinlein,4.01,0345413997,9780345413994,eng,304,17232,649,6/17/1997,Del Rey,The Door Into Summer Robert A. Heinlein Del Rey eng
350,Stranger in a Strange Land,Robert A. Heinlein,3.92,0441788386,9780441788385,eng,528,251872,6241,10/1/1991,Ace,Stranger in a Strange Land Robert A. Heinlein Ace eng
354,To Sail Beyond the Sunset,Robert A. Heinlein,3.87,0441748600,9780441748600,eng,434,10293,193,6/1/1988,Ace Books,To Sail Beyond the Sunset Robert A. Heinlein Ace Books eng
355,Job: A Comedy of Justice,Robert A. Heinlein,3.78,0345316509,9780345316509,eng,439,15970,438,10/12/1985,Del Rey,Job: A Comedy of Justice Robert A. Heinlein Del Rey eng
356,Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,3.97,0765314932,9780765314932,eng,256,6898,200,8/8/2006,Tor Books,Time for the Stars (Heinlein's Juveniles  #10) Robert A. Heinlein Tor Books eng
357,The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,4.06,0671742515,9780671742515,eng,307,67803,1401,2/15/1991,Pocket Books,The Long Dark Tea-Time of the Soul (Dirk Gently  #2) Douglas Adams Pocket Books eng
359,The Salmon of Doubt (Dirk Gently  #3),Douglas Adams,3.93,0345455290,9780345455291,eng,298,22091,746,4/26/2005,Del Rey,The Salmon of Doubt (Dirk Gently  #3) Douglas Adams Del Rey eng
362,Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,4.14,0345476514,9780345476517,eng,368,2623,49,12/27/2005,Del Rey,Wish You Were Here: The Official Biography of Douglas Adams Nick  Webb Del Rey eng
367,Douglas Adams's Starship Titanic,Terry Jones,3.6,0345368436,9780345368430,eng,256,885,84,10/27/1998,Ballantine Books,Douglas Adams's Starship Titanic Terry Jones Ballantine Books eng
377,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams/Christopher Cerf,3.93,1417622857,9781417622856,eng,336,5,0,7/1/2003,Turtleback Books,Salmon of Doubt: Hitchhiking the Galaxy One Last Time Douglas Adams/Christopher Cerf Turtleback Books eng
382,The Phantom Tollbooth: A Children's Play in Two Acts,Susan Nanus/Norton Juster,4.13,0573650969,9780573650963,eng,72,100,13,1/12/2011,Samuel French  Inc.,The Phantom Tollbooth: A Children's Play in Two Acts Susan Nanus/Norton Juster Samuel French  Inc. eng
385,On Bullshit,Harry G. Frankfurt,3.57,0691122946,9780691122946,eng,67,9358,995,1/30/2005,Princeton University Press,On Bullshit Harry G. Frankfurt Princeton University Press eng
386,Another Bullshit Night in Suck City,Nick Flynn,3.78,0393329402,9780393329407,eng,347,9318,907,9/12/2005,W. W. Norton & Company,Another Bullshit Night in Suck City Nick Flynn W. W. Norton & Company eng
394,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,0671867423,9780671867423,eng,317,120,15,6/12/1993,Simon & Schuster,Lincoln at Gettysburg: The Words That Remade America Garry Wills Simon & Schuster eng
397,The Gettysburg Address,Abraham Lincoln/Michael McCurdy,4.53,0395883970,9780395883976,eng,32,5239,76,2/2/1998,HMH Books for Young Readers,The Gettysburg Address Abraham Lincoln/Michael McCurdy HMH Books for Young Readers eng
410,V.,Thomas Pynchon,3.96,0060930217,9780060930219,eng,547,1415,177,7/5/2005,Harper Perennial Modern Classics,V. Thomas Pynchon Harper Perennial Modern Classics eng
411,The Crying of Lot 49,Thomas Pynchon,3.69,0060931671,9780060931674,eng,152,2161,230,4/1/1999,Harper Perennial,The Crying of Lot 49 Thomas Pynchon Harper Perennial eng
413,Mason & Dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,4.07,0312423209,9780312423209,eng,773,8086,602,1/3/2004,Picador USA,Mason & Dixon Thomas Pynchon/Christophe Claro/Brice Matthieussent Picador USA eng
416,Slow Learner: Early Stories,Thomas Pynchon,3.5,0316724432,9780316724432,eng,193,334,34,4/30/1985,Back Bay Books,Slow Learner: Early Stories Thomas Pynchon Back Bay Books eng
418,Been Down So Long It Looks Like Up To Me,Richard Fariña/Thomas Pynchon,3.8,0140189300,9780140189308,eng,352,2473,220,8/29/1996,Penguin Classics,Been Down So Long It Looks Like Up To Me Richard Fariña/Thomas Pynchon Penguin Classics eng
420,The Year of Magical Thinking,Joan Didion,3.89,140004314X,9781400043149,eng,227,2656,336,10/4/2005,Knopf Publishing Group,The Year of Magical Thinking Joan Didion Knopf Publishing Group eng
421,The White Album,Joan Didion,4.17,0374522219,9780374522216,eng,222,11889,738,10/1/1990,Farrar Straus Giroux,The White Album Joan Didion Farrar Straus Giroux eng
422,A Book of Common Prayer,Joan Didion,3.8,0679754865,9780679754862,eng,272,2962,255,4/11/1995,Vintage International,A Book of Common Prayer Joan Didion Vintage International eng
424,Slouching Towards Bethlehem,Joan Didion,4.21,0374521727,9780374521721,eng,238,26934,1825,10/1/1990,Farrar Straus Giroux,Slouching Towards Bethlehem Joan Didion Farrar Straus Giroux eng
426,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion/John Leonard,4.5,0307264874,9780307264879,eng,1122,1564,108,10/17/2006,Everyman's Library,We Tell Ourselves Stories in Order to Live: Collected Nonfiction Joan Didion/John Leonard Everyman's Library eng
428,Play It As It Lays,Joan Didion/David Thomson,3.87,0374529949,9780374529949,eng,231,23656,1706,11/15/2005,Farrar  Straus and Giroux,Play It As It Lays Joan Didion/David Thomson Farrar  Straus and Giroux eng
431,The New York Trilogy,Paul Auster/Art Spiegelman/Luc Sante,3.89,0143039830,9780143039839,eng,308,43200,1873,3/28/2006,Penguin Classics,The New York Trilogy Paul Auster/Art Spiegelman/Luc Sante Penguin Classics eng
432,City of Glass (The New York Trilogy  #1),Paul Auster,3.79,0140097317,9780140097313,eng,203,12410,734,4/7/1987,Penguin Books,City of Glass (The New York Trilogy  #1) Paul Auster Penguin Books eng
434,Ghosts (The New York Trilogy  #2),Paul Auster,3.64,014009735X,9780140097351,eng,96,3672,195,7/7/1987,Penguin Books,Ghosts (The New York Trilogy  #2) Paul Auster Penguin Books eng
435,The Locked Room (The New York Trilogy  #3),Paul Auster,3.89,0940650762,9780940650763,eng,179,2998,164,11/1/1986,Sun and Moon Press,The Locked Room (The New York Trilogy  #3) Paul Auster Sun and Moon Press eng
444,Pyramids of Montauk: Explorations in Consciousness,Peter Moon/Preston B. Nichols/Nina Helms,3.89,0963188925,9780963188922,eng,256,74,2,1/1/1995,Sky Books (NY),Pyramids of Montauk: Explorations in Consciousness Peter Moon/Preston B. Nichols/Nina Helms Sky Books (NY) eng
454,Travels in the Scriptorium,Paul Auster,3.23,0805081453,9780805081459,eng,145,6688,562,1/23/2007,Henry Holt & Company,Travels in the Scriptorium Paul Auster Henry Holt & Company eng
463,The Red Notebook: True Stories,Paul Auster,3.77,0811214982,9780811214988,eng,104,2390,120,6/17/2002,New Directions,The Red Notebook: True Stories Paul Auster New Directions eng
475,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.93,0143036556,9780143036555,eng,608,52522,2780,12/27/2005,Penguin Books Ltd. (London),Collapse: How Societies Choose to Fail or Succeed Jared Diamond Penguin Books Ltd. (London) eng
476,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,3.4,0446579785,9780446579780,eng,211,213,26,2/1/2006,Business Plus,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel Stephen Leeb/Glen C. Strathy Business Plus eng
477,Collapse of Complex Societies,Joseph A. Tainter,4.15,052138673X,9780521386739,eng,262,719,86,3/29/1990,Cambridge University Press,Collapse of Complex Societies Joseph A. Tainter Cambridge University Press eng
478,Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,3.8,0743203046,9780743203043,eng,544,4762,512,8/7/2001,Simon  Schuster,Bowling Alone: The Collapse and Revival of American Community Robert D. Putnam Simon  Schuster eng
481,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,3.91,034543871X,9780345438713,eng,272,62,4,1/29/2002,Ballantine Books,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom Philip K. Howard Ballantine Books eng
484,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco,4.39,0393318281,9780393318289,eng,576,278,20,9/17/1998,W. W. Norton  Company,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco W. W. Norton  Company eng
493,My Inventions,Nikola Tesla,4.01,1599869942,9781599869940,eng,88,2862,262,5/17/2006,Filiquarian Publishing  LLC.,My Inventions Nikola Tesla Filiquarian Publishing  LLC. eng
494,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer/William H. Terbo,3.78,0806519606,9780806519609,eng,542,2829,334,2/1/2001,Citadel,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius Marc J.  Seifer/William H. Terbo Citadel eng
497,Nikola Tesla: A Spark of Genius,Carol Dommermuth-Costa,3.93,0822549204,9780822549208,eng,144,105,5,10/1/1994,Lerner Publications,Nikola Tesla: A Spark of Genius Carol Dommermuth-Costa Lerner Publications eng
498,Tesla Papers,Nikola Tesla/David Hatcher Childress,4.13,0932813860,9780932813862,eng,100,102,2,12/1/2000,Adventures Unlimited Press,Tesla Papers Nikola Tesla/David Hatcher Childress Adventures Unlimited Press eng
511,Boys of Summer,Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye,3.77,0373792689,9780373792689,eng,249,478,12,6/27/2006,Harlequin Blaze,Boys of Summer Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye Harlequin Blaze eng
515,Programming Ruby: The Pragmatic Programmers' Guide,Dave Thomas/Chad Fowler/Andy Hunt,4.03,0974514055,9780974514055,eng,828,1577,49,10/11/2004,Pragmatic Bookshelf,Programming Ruby: The Pragmatic Programmers' Guide Dave Thomas/Chad Fowler/Andy Hunt Pragmatic Bookshelf eng
523,Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly/CliffsNotes/William Golding,3.95,0764585975,9780764585975,eng,112,73,8,6/13/2000,Cliffs Notes,Golding's Lord of the Flies (Cliffs Notes) Maureen Kelly/CliffsNotes/William Golding Cliffs Notes eng
524,Lord of the Flies,William Golding,3.68,0307281701,9780307281708,eng,6,408,96,10/11/2005,Listening Library (Audio),Lord of the Flies William Golding Listening Library (Audio) eng
531,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,4.11,0812969707,9780812969702,eng,397,1693,100,9/12/2006,Random House,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War Victor Davis Hanson Random House eng
534,We Were Not Like Other People,Ephraim Sevela/Antonina W. Bouis,4.14,0060255080,9780060255084,eng,216,1,0,1/1/1989,HarperCollins Publishers,We Were Not Like Other People Ephraim Sevela/Antonina W. Bouis HarperCollins Publishers eng
538,The Lovely Bones,Alice Sebold,3.81,159413023X,9781594130236,eng,532,367,73,4/1/2004,Large Print Press,The Lovely Bones Alice Sebold Large Print Press eng
539,Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,3.8,0345360354,9780345360359,eng,224,1371,43,5/13/1990,Ballantine Books,Lovely in Her Bones (Elizabeth MacPherson  #2) Sharyn McCrumb Ballantine Books eng
565,The Zen of CSS Design: Visual Enlightenment for the Web,Dave Shea/Molly E. Holzschlag,3.98,0321303474,785342303476,eng,296,793,28,2/17/2005,Peachpit Press,The Zen of CSS Design: Visual Enlightenment for the Web Dave Shea/Molly E. Holzschlag Peachpit Press eng
570,HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,3.8,0321430840,9780321430847,eng,456,549,42,8/1/2006,Peachpit Press,HTML  XHTML  and CSS (Visual Quickstart Guide) Elizabeth Castro Peachpit Press eng
597,Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.81,0743264460,9780743264464,eng,245,26381,1109,6/13/2006,Scribner,Killing Yourself to Live: 85% of a True Story Chuck Klosterman Scribner eng
599,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,3.73,0743236017,9780743236010,eng,272,62089,3324,7/2/2004,Scribner,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto Chuck Klosterman Scribner eng
629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),Robert M. Pirsig,3.77,0060589469,9780060589462,eng,540,166046,6446,4/25/2006,HarperTorch,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1) Robert M. Pirsig HarperTorch eng
639,Once Upon a Cool Motorcycle Dude,Kevin O'Malley/Carol Heyer/Scott Goto,4.08,0802789471,9780802789471,eng,32,1773,274,4/1/2005,Walker & Company,Once Upon a Cool Motorcycle Dude Kevin O'Malley/Carol Heyer/Scott Goto Walker & Company eng
642,Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto/Thomas J. Steele,3.72,0688060692,9780688060695,eng,408,286,10,11/19/1990,William Morrow Paperbacks,Guidebook to Zen and the Art of Motorcycle Maintenance Ronald L. DiSanto/Thomas J. Steele William Morrow Paperbacks eng
643,Motorcycle Basics Techbook,John Harold Haynes,3.85,185960515X,9781859605158,eng,222,40,2,7/5/2002,Haynes Manuals N. America  Inc.,Motorcycle Basics Techbook John Harold Haynes Haynes Manuals N. America  Inc. eng
650,LOGO Lounge: 2 000 International Identities by Leading Designers,Catharine M. Fishel/Bill Gardner,3.93,1592530877,9781592530878,eng,191,27,0,9/1/2004,Rockport Publishers,LOGO Lounge: 2 000 International Identities by Leading Designers Catharine M. Fishel/Bill Gardner Rockport Publishers eng
